Cordonnées 				Energie	Flux de photons	Efficience YPF	UVA-BLEU :	BLEU élargi	BLEU strict	VERT	ROUGE CLAIR	ROUGE SOMBRE	RC/RS	PHI =	TETA =	ZETA =	RC	RS 
X	Y	Azimut	Elévation	300-1100 nm	400-700 nm	(yield photon flux)	350-500 nm	400-500 nm	445-455 nm	500-600 nm	600-700 nm	700-800 nm	600-700 /700-800 nm		(Sager et al. 1988)	655-665/725-735 nm	655-665 nm	725-735 nm
245	303	0	90	39.14	146.87	123.56	68.40	63.84	13.42	46.81	36.22	2.85	12.71	0.82	0.028	9.71	3.18	0.33
245	313	0	90	36.99	144.96	121.50	66.61	62.95	13.23	46.52	35.50	2.72	13.06	0.83	0.026	9.69	3.10	0.32
245	323	0	90	34.97	144.37	121.60	67.02	62.12	13.05	46.38	35.86	2.72	13.19	0.83	0.026	10.50	3.19	0.30
245	333	0	90	37.69	144.62	121.95	66.47	61.73	12.99	46.41	36.48	2.84	12.83	0.83	0.027	9.62	3.21	0.33
245	343	0	90	39.20	145.67	122.60	65.27	61.60	12.98	46.44	37.63	2.65	14.21	0.83	0.027	10.94	3.19	0.29
245	353	0	90	38.52	146.21	123.36	66.17	61.77	13.05	46.38	38.06	2.63	14.48	0.83	0.027	9.53	3.17	0.33
245	363	0	90	37.35	146.91	124.05	66.49	62.04	13.13	46.38	38.48	2.70	14.24	0.83	0.028	9.70	3.16	0.33
245	373	0	90	39.58	145.56	122.91	66.20	61.92	13.13	46.28	37.36	2.84	13.17	0.83	0.028	8.99	3.07	0.34
245	383	0	90	37.68	146.57	123.66	66.22	61.95	13.14	46.09	38.53	2.63	14.63	0.83	0.027	10.63	3.06	0.29
245	393	0	90	37.48	147.50	124.70	66.40	62.01	13.16	46.09	39.40	2.81	14.02	0.83	0.028	9.55	3.03	0.32
245	403	0	90	38.11	149.22	126.49	66.20	61.70	13.09	45.99	41.54	2.71	15.31	0.83	0.029	8.93	3.00	0.34
245	413	0	90	37.99	148.80	126.40	66.20	61.24	13.00	45.86	41.70	2.53	16.50	0.83	0.028	9.57	2.91	0.30
245	423	0	90	37.94	146.66	124.24	65.61	61.06	12.95	45.68	39.93	2.55	15.68	0.83	0.027	9.03	2.80	0.31
255	423	0	90	39.12	147.05	124.40	65.44	61.27	12.99	45.29	40.49	2.57	15.75	0.83	0.028	9.87	2.98	0.30
255	413	0	90	41.13	148.70	126.11	65.60	61.11	12.97	45.34	42.25	2.78	15.19	0.83	0.029	9.46	3.12	0.33
255	403	0	90	35.83	148.03	124.94	64.09	61.28	13.01	45.28	41.47	2.45	16.92	0.84	0.027	10.74	3.10	0.29
255	393	0	90	38.83	147.09	124.34	66.22	61.75	13.11	45.59	39.75	2.68	14.86	0.83	0.028	10.34	3.02	0.29
255	383	0	90	39.08	146.15	123.27	65.21	61.66	13.08	45.70	38.79	2.65	14.63	0.83	0.028	9.39	3.06	0.33
255	373	0	90	38.05	144.85	122.14	65.73	61.51	13.03	45.70	37.65	2.73	13.77	0.83	0.027	9.17	3.05	0.33
255	363	0	90	40.44	146.13	123.74	66.77	61.55	13.00	45.87	38.70	2.79	13.88	0.83	0.028	9.95	3.10	0.31
255	353	0	90	37.63	144.96	122.17	65.34	61.30	12.94	45.79	37.87	2.62	14.48	0.83	0.027	10.39	3.11	0.30
255	343	0	90	35.93	142.87	120.24	65.06	61.01	12.84	45.73	36.12	2.68	13.48	0.83	0.026	9.33	3.08	0.33
255	333	0	90	37.76	141.90	119.34	65.23	60.96	12.80	45.69	35.24	2.56	13.76	0.83	0.026	10.11	3.14	0.31
255	323	0	90	36.98	142.63	119.74	65.16	61.45	12.90	45.76	35.41	2.72	13.04	0.83	0.026	10.83	3.15	0.29
255	313	0	90	39.35	144.22	121.40	66.80	62.15	13.04	45.95	36.12	2.61	13.85	0.83	0.027	9.99	3.21	0.32
255	303	0	90	39.34	145.12	122.01	67.72	62.92	13.19	46.15	36.05	2.77	13.01	0.83	0.027	10.68	3.24	0.30
255	293	0	90	38.00	146.97	123.63	68.05	63.71	13.36	46.48	36.77	2.76	13.34	0.83	0.027	11.00	3.31	0.30
255	283	0	90	37.97	148.67	124.98	68.27	64.16	13.43	46.70	37.80	2.78	13.62	0.83	0.028	9.88	3.40	0.34
255	273	0	90	39.95	149.76	126.14	68.74	64.52	13.50	46.79	38.45	2.83	13.60	0.83	0.029	10.97	3.49	0.32
255	263	0	90	39.65	151.12	127.20	68.79	64.62	13.54	46.73	39.77	2.58	15.39	0.83	0.029	12.22	3.65	0.30
255	253	0	90	39.72	151.07	127.43	68.75	64.44	13.53	46.51	40.12	2.80	14.32	0.83	0.029	10.39	3.69	0.35
255	243	0	90	39.31	148.54	125.15	68.81	63.94	13.44	46.12	38.48	2.67	14.39	0.83	0.028	10.96	3.54	0.32
255	233	0	90	37.75	147.34	123.86	66.51	63.04	13.27	45.62	38.67	2.45	15.76	0.83	0.027	11.94	3.47	0.29
255	223	0	90	38.94	147.73	124.65	66.25	62.19	13.12	45.10	40.44	2.59	15.61	0.83	0.028	11.62	3.49	0.30
255	213	0	90	37.71	145.86	122.71	64.75	61.75	13.04	44.58	39.53	2.45	16.11	0.83	0.027	11.71	3.41	0.29
255	203	0	90	36.12	145.11	122.06	64.98	61.78	13.07	44.35	38.97	2.55	15.29	0.83	0.027	10.77	3.30	0.31
255	193	0	90	36.64	145.62	123.09	66.30	61.81	13.09	44.32	39.49	2.49	15.88	0.83	0.028	11.28	3.15	0.28
255	183	0	90	36.90	146.09	123.29	65.78	61.76	13.10	44.14	40.20	2.41	16.68	0.83	0.027	10.28	3.02	0.29
255	173	0	90	37.12	147.35	124.84	65.88	61.54	13.05	44.10	41.71	2.44	17.13	0.83	0.028	11.10	2.97	0.27
255	163	0	90	37.98	147.32	124.74	65.48	61.37	13.04	43.98	41.97	2.59	16.23	0.83	0.028	10.13	2.82	0.28
255	153	0	90	38.97	145.54	122.95	64.83	61.34	13.05	43.79	40.42	2.49	16.25	0.83	0.027	9.86	2.73	0.28
