X	Y	Azimut	Elevation	Energie	Flux de photons	Efficience YPF	UVA-BLEU :	BLEU élargi	BLEU strict	VERT	ROUGE CLAIR	ROUGE SOMBRE	RC/RS	PHI =	TETA =	ZETA =	RC	RS 
X	Y	Azimut	Elévation	300-1100 nm	400-700 nm	(yield photon flux)	350-500 nm	400-500 nm	445-455 nm	500-600 nm	600-700 nm	700-800 nm	600-700 /700-800 nm		(Sager et al. 1988)	655-665/725-735 nm	655-665 nm	725-735 nm
172	400	0	90	64.96	236.60	200.86	103.76	96.65	20.96	73.70	66.25	4.51	14.70	0.83	0.048	11.12	5.82	0.52
172	410	0	90	51.34	225.91	190.17	99.35	94.46	20.68	72.14	59.32	4.36	13.60	0.83	0.042	10.50	5.33	0.51
172	420	0	90	51.21	215.77	181.12	97.32	92.12	20.28	70.90	52.75	3.80	13.88	0.83	0.039	10.09	4.60	0.46
172	430	0	90	52.47	210.01	177.39	95.15	88.64	19.55	69.22	52.15	4.06	12.86	0.82	0.040	8.32	4.19	0.50
172	440	0	90	53.32	199.79	167.96	91.92	86.00	18.93	67.81	45.98	4.28	10.74	0.82	0.037	7.34	3.59	0.49
172	450	0	90	51.87	195.59	164.54	90.66	84.36	18.55	66.59	44.64	4.01	11.14	0.82	0.035	7.16	3.30	0.46
172	460	0	90	46.42	194.73	163.56	87.59	83.08	18.17	65.03	46.62	3.64	12.80	0.82	0.035	7.67	3.29	0.43
172	470	0	90	47.16	195.52	165.33	87.33	81.39	17.67	63.89	50.25	3.82	13.17	0.83	0.037	7.87	3.54	0.45
182	470	0	90	53.02	198.96	167.08	92.42	86.16	18.68	67.78	45.02	4.12	10.93	0.82	0.035	7.43	3.43	0.46
182	460	0	90	51.77	197.96	165.91	92.63	86.83	19.00	68.83	42.31	4.23	10.01	0.81	0.035	6.62	3.18	0.48
182	450	0	90	59.33	203.44	170.50	97.28	90.19	19.94	70.94	42.32	4.32	9.80	0.81	0.035	6.54	3.24	0.50
182	440	0	90	58.95	208.30	174.49	100.40	92.78	20.52	72.53	42.99	4.51	9.53	0.81	0.036	6.12	3.30	0.54
182	430	0	90	49.15	216.22	180.99	102.11	95.39	21.09	73.55	47.27	4.21	11.23	0.82	0.037	7.99	3.88	0.49
182	420	0	90	57.00	229.79	192.98	106.38	99.82	21.95	75.86	54.10	4.34	12.46	0.82	0.042	9.42	4.61	0.49
182	410	0	90	51.81	239.74	201.56	109.27	102.46	22.47	77.21	60.07	4.20	14.31	0.83	0.044	10.22	5.47	0.54
182	400	0	90	68.59	248.34	210.32	111.19	103.52	22.47	78.51	66.31	4.43	14.96	0.83	0.048	11.58	5.85	0.51
182	390	0	90	64.80	249.40	210.22	113.01	105.49	22.77	78.91	65.00	4.56	14.24	0.83	0.046	9.87	5.72	0.58
182	380	0	90	62.57	246.95	207.89	109.89	103.48	22.13	78.60	64.87	4.71	13.78	0.83	0.048	10.74	5.83	0.54
182	370	0	90	66.33	245.51	206.67	107.71	101.88	21.61	78.01	65.62	4.29	15.29	0.83	0.047	12.88	6.24	0.48
182	360	0	90	61.99	242.92	204.95	110.72	102.56	21.59	77.49	62.87	4.47	14.06	0.83	0.046	11.55	6.27	0.54
182	350	0	90	59.93	234.81	197.51	104.63	98.71	20.58	76.19	59.91	4.26	14.05	0.83	0.043	12.30	5.99	0.49
182	340	0	90	66.17	231.97	196.11	109.39	99.45	20.64	75.80	56.71	4.74	11.96	0.82	0.045	10.65	5.74	0.54
182	330	0	90	57.77	234.96	196.75	108.83	102.37	21.24	76.94	55.64	4.33	12.84	0.82	0.043	11.10	5.65	0.51
182	320	0	90	55.35	235.63	196.48	111.19	104.98	21.86	78.29	52.35	4.30	12.17	0.82	0.041	9.98	5.12	0.51
182	310	0	90	62.12	240.82	201.19	113.52	107.32	22.49	79.17	54.33	4.72	11.52	0.82	0.044	10.13	5.47	0.54
182	300	0	90	62.73	243.98	204.26	112.22	106.05	22.30	78.66	59.28	4.48	13.23	0.83	0.044	10.75	5.77	0.54
182	290	0	90	59.36	237.20	198.77	108.26	102.38	21.66	76.08	58.73	4.28	13.72	0.83	0.043	10.68	5.77	0.54
182	280	0	90	59.98	226.56	189.91	103.18	98.20	20.88	73.49	54.87	4.69	11.69	0.82	0.043	9.48	5.39	0.57
182	270	0	90	46.06	215.87	180.47	100.90	95.55	20.51	70.78	49.54	4.31	11.50	0.82	0.039	8.67	4.55	0.53
182	260	0	90	58.41	207.50	173.99	98.10	91.38	19.71	68.31	47.81	3.91	12.23	0.82	0.038	10.03	4.18	0.42
182	250	0	90	47.88	191.41	160.05	91.95	86.07	18.67	64.37	40.97	3.65	11.21	0.82	0.033	7.71	3.32	0.43
182	240	0	90	48.37	182.17	152.00	88.68	83.05	18.09	61.67	37.44	3.43	10.92	0.81	0.031	6.55	2.87	0.44
182	230	0	90	54.27	185.82	155.84	91.51	84.47	18.39	61.10	40.26	3.66	10.99	0.81	0.034	7.41	3.00	0.40
182	220	0	90	48.11	192.51	161.20	90.50	85.78	18.67	61.15	45.58	3.52	12.93	0.82	0.034	8.87	3.27	0.37
182	210	0	90	53.47	199.24	167.67	93.37	87.65	19.09	61.14	50.46	3.36	15.02	0.83	0.037	8.79	3.53	0.40
192	210	0	90	64.91	199.93	167.77	98.16	91.02	19.86	63.35	45.56	3.75	12.14	0.81	0.038	7.08	3.22	0.46
192	220	0	90	49.40	189.84	158.30	95.05	87.99	19.24	62.68	39.18	3.15	12.45	0.81	0.032	7.23	2.88	0.40
192	230	0	90	50.17	187.17	156.02	92.42	86.58	18.94	62.97	37.62	3.48	10.80	0.81	0.032	6.65	2.80	0.42
192	240	0	90	52.13	188.16	157.38	93.41	86.49	18.88	64.08	37.58	3.85	9.76	0.81	0.033	6.18	2.88	0.47
192	250	0	90	51.97	196.11	163.73	96.83	90.18	19.65	66.86	39.07	3.62	10.80	0.81	0.033	6.81	3.02	0.44
192	260	0	90	53.63	210.13	175.22	98.43	93.87	20.30	70.03	46.23	3.98	11.62	0.82	0.037	8.21	4.08	0.50
192	270	0	90	64.08	222.24	186.52	104.69	97.87	20.95	73.53	50.83	4.36	11.66	0.82	0.040	10.58	4.58	0.43
192	280	0	90	51.18	237.30	197.99	108.04	103.54	22.04	76.70	57.05	4.08	13.98	0.82	0.043	9.67	5.56	0.57
192	290	0	90	63.92	246.47	206.95	115.69	107.65	22.80	78.97	59.86	4.48	13.37	0.83	0.046	11.66	6.05	0.52
192	300	0	90	55.56	250.16	208.54	116.35	110.34	23.22	81.34	58.48	4.11	14.24	0.82	0.045	13.63	6.02	0.44
192	310	0	90	67.36	247.95	207.17	118.95	111.69	23.40	81.85	54.41	5.06	10.75	0.82	0.045	9.04	5.44	0.60
192	320	0	90	64.53	242.24	202.15	115.63	108.48	22.58	81.43	52.33	5.18	10.11	0.82	0.043	8.43	5.03	0.60
192	330	0	90	63.32	240.50	201.60	115.24	106.65	22.09	79.93	53.91	4.65	11.60	0.82	0.044	9.30	5.24	0.56
192	340	0	90	60.14	241.72	202.21	110.04	104.49	21.69	79.08	58.14	4.54	12.80	0.83	0.043	10.61	5.72	0.54
192	350	0	90	69.29	243.39	204.97	111.08	103.18	21.45	79.32	60.88	4.79	12.71	0.83	0.046	10.46	5.87	0.56
192	360	0	90	64.22	245.35	205.86	113.01	106.09	22.27	80.20	59.05	4.67	12.64	0.82	0.046	10.20	5.66	0.55
192	370	0	90	71.88	250.23	211.21	114.83	106.32	22.47	81.16	62.75	4.86	12.90	0.82	0.049	10.80	6.15	0.57
192	380	0	90	58.42	257.64	216.32	112.73	107.75	22.99	81.58	68.30	4.74	14.42	0.83	0.048	11.98	6.62	0.55
192	390	0	90	74.93	265.28	223.93	117.91	111.00	23.87	82.93	71.35	5.33	13.38	0.83	0.052	11.01	6.81	0.62
192	400	0	90	73.44	269.35	227.99	117.32	110.38	24.00	82.94	76.03	4.92	15.44	0.84	0.053	13.74	7.37	0.54
192	410	0	90	67.02	255.61	215.99	117.60	108.14	23.67	81.27	66.20	4.79	13.83	0.83	0.049	10.74	6.27	0.58
192	420	0	90	59.54	236.16	197.55	109.77	103.75	22.88	78.89	53.52	4.23	12.66	0.82	0.042	9.39	4.73	0.50
192	430	0	90	54.89	224.41	187.82	104.53	98.85	21.86	76.62	48.95	4.03	12.13	0.82	0.040	8.08	4.17	0.52
192	440	0	90	55.25	214.08	178.81	101.55	95.61	21.20	74.60	43.87	4.32	10.15	0.81	0.036	7.28	3.47	0.48
192	450	0	90	57.46	207.62	174.28	100.50	92.11	20.38	72.92	42.58	4.11	10.36	0.81	0.036	7.15	3.26	0.46
192	460	0	90	47.98	205.08	170.30	94.70	91.20	20.08	71.51	42.38	3.99	10.61	0.81	0.034	6.59	3.19	0.48
192	470	0	90	45.56	203.55	171.19	98.19	89.51	19.54	70.35	43.69	3.80	11.51	0.81	0.037	7.31	3.37	0.46
202	470	0	90	47.37	206.61	172.85	96.34	90.60	19.84	71.03	44.98	3.85	11.69	0.82	0.036	7.59	3.19	0.42
202	460	0	90	55.82	206.96	173.23	97.12	91.15	20.09	71.85	43.96	3.99	11.03	0.82	0.036	6.54	3.18	0.49
202	450	0	90	54.11	209.61	174.97	97.87	93.04	20.58	73.21	43.36	4.16	10.42	0.81	0.036	7.17	3.34	0.47
202	440	0	90	56.65	217.22	181.95	101.81	95.44	21.17	74.92	46.85	4.18	11.21	0.82	0.038	7.60	3.92	0.52
202	430	0	90	56.40	227.66	191.16	106.36	99.12	21.97	77.14	51.40	3.93	13.09	0.82	0.041	8.86	4.71	0.53
202	420	0	90	59.83	241.18	202.87	113.95	105.03	23.17	80.01	56.14	4.62	12.15	0.82	0.045	9.92	5.30	0.53
202	410	0	90	63.07	256.34	215.54	115.02	108.96	23.88	82.31	65.06	4.68	13.90	0.83	0.048	10.94	6.69	0.61
202	400	0	90	71.69	260.23	219.03	119.56	111.98	24.34	83.75	64.49	5.23	12.33	0.82	0.050	11.94	6.64	0.56
202	390	0	90	70.78	262.30	220.42	120.50	112.83	24.36	83.89	65.58	4.87	13.46	0.82	0.051	10.42	6.72	0.65
202	380	0	90	69.47	256.53	216.11	120.08	110.36	23.54	82.83	63.34	4.91	12.90	0.83	0.048	11.66	6.16	0.53
202	370	0	90	65.07	253.12	211.99	112.44	108.12	22.88	81.70	63.30	4.66	13.59	0.83	0.047	10.44	6.27	0.60
202	360	0	90	72.94	255.39	214.73	115.32	108.33	22.69	81.41	65.66	4.94	13.29	0.83	0.048	12.59	6.53	0.52
202	350	0	90	74.06	245.43	206.74	113.72	106.08	22.07	80.28	59.08	5.10	11.58	0.82	0.047	10.86	5.74	0.53
202	340	0	90	69.63	243.85	204.24	110.96	105.41	21.84	79.80	58.65	4.98	11.79	0.82	0.045	10.41	5.94	0.57
202	330	0	90	61.41	245.70	205.40	114.64	108.10	22.44	80.75	56.85	4.30	13.23	0.82	0.044	9.98	5.59	0.56
202	320	0	90	63.13	250.38	209.45	117.83	110.57	23.08	82.04	57.77	4.85	11.90	0.82	0.045	10.80	5.73	0.53
202	310	0	90	66.56	253.41	211.67	119.80	112.75	23.70	82.61	58.04	4.96	11.69	0.82	0.046	10.26	5.76	0.56
202	300	0	90	60.65	248.94	208.34	116.99	110.32	23.31	80.67	57.95	4.35	13.31	0.82	0.046	10.32	5.68	0.55
202	290	0	90	69.41	243.81	205.35	115.02	105.94	22.47	77.87	60.00	4.92	12.20	0.82	0.047	11.90	6.00	0.50
202	280	0	90	60.44	233.24	196.68	110.34	101.25	21.61	75.31	56.68	4.72	12.02	0.82	0.045	10.90	5.56	0.51
202	270	0	90	51.86	217.74	181.91	101.74	96.68	20.81	72.02	49.04	3.91	12.54	0.82	0.038	8.64	4.33	0.50
202	260	0	90	56.40	206.25	172.31	100.81	93.50	20.26	69.70	43.05	4.09	10.52	0.81	0.036	6.73	3.63	0.54
202	250	0	90	57.49	195.79	163.90	96.64	89.68	19.59	66.75	39.37	4.07	9.68	0.81	0.034	6.85	3.13	0.46
202	240	0	90	45.89	191.23	158.59	93.49	88.47	19.47	64.87	37.89	3.42	11.09	0.81	0.032	6.96	2.91	0.42
202	230	0	90	57.29	190.16	158.17	94.17	88.52	19.48	63.80	37.83	3.14	12.07	0.81	0.032	6.76	2.74	0.41
202	220	0	90	66.09	192.84	161.40	96.27	89.88	19.75	63.24	39.72	3.88	10.25	0.81	0.034	6.52	2.85	0.44
202	210	0	90	46.67	196.21	163.37	96.85	91.60	20.08	63.46	41.16	3.62	11.37	0.82	0.032	5.81	2.84	0.49
212	210	0	90	49.13	194.08	161.74	94.95	89.17	19.62	61.98	42.93	3.20	13.40	0.82	0.032	7.23	2.83	0.39
212	220	0	90	48.36	190.73	160.02	95.47	87.57	19.33	61.89	41.26	3.40	12.14	0.82	0.033	6.96	2.81	0.40
212	230	0	90	51.18	189.85	158.58	92.76	87.29	19.29	62.60	39.97	3.55	11.25	0.81	0.034	6.24	2.86	0.46
212	240	0	90	51.20	188.46	157.39	92.75	86.42	19.04	63.66	38.38	3.49	11.01	0.81	0.032	6.45	2.93	0.45
212	250	0	90	53.01	192.98	161.68	95.17	87.63	19.12	65.57	39.78	3.98	9.98	0.81	0.034	7.60	3.21	0.42
212	260	0	90	48.11	203.99	170.55	96.54	91.11	19.76	68.03	44.85	3.68	12.17	0.82	0.036	9.16	3.88	0.42
212	270	0	90	53.12	216.15	180.43	98.23	94.23	20.27	70.50	51.43	3.72	13.81	0.83	0.038	12.01	4.57	0.38
212	280	0	90	54.33	227.25	190.16	101.96	97.61	20.85	73.07	56.56	4.13	13.71	0.83	0.042	11.57	5.36	0.46
212	290	0	90	66.03	239.78	201.80	114.04	105.02	22.35	76.52	58.24	4.76	12.24	0.82	0.045	9.65	5.54	0.57
212	300	0	90	62.38	251.94	211.64	118.72	110.32	23.38	80.19	61.43	4.73	12.98	0.82	0.049	10.51	6.02	0.57
212	310	0	90	66.53	256.74	215.89	122.20	112.87	23.76	82.27	61.60	4.78	12.88	0.82	0.049	11.67	6.29	0.54
212	320	0	90	67.44	252.82	212.51	119.19	110.50	23.09	82.15	60.16	4.93	12.19	0.82	0.047	10.79	6.11	0.57
212	330	0	90	54.26	247.89	207.30	114.77	107.95	22.48	80.17	59.77	3.96	15.10	0.83	0.044	13.87	6.08	0.44
212	340	0	90	65.51	247.59	208.40	110.71	104.35	21.64	78.95	64.28	4.95	12.98	0.83	0.048	11.85	6.73	0.57
212	350	0	90	63.32	248.21	209.01	109.76	103.42	21.52	78.58	66.21	4.70	14.09	0.83	0.048	12.20	6.67	0.55
212	360	0	90	70.41	254.51	215.12	113.97	105.43	22.12	78.99	70.09	4.45	15.76	0.83	0.050	13.14	7.10	0.54
212	370	0	90	69.92	250.07	211.44	113.00	104.69	22.12	78.94	66.43	4.62	14.39	0.83	0.048	11.94	6.74	0.56
212	380	0	90	64.19	253.43	213.63	114.95	107.37	22.91	80.15	65.90	4.73	13.93	0.83	0.048	10.86	6.62	0.61
212	390	0	90	66.83	256.24	215.46	117.93	109.97	23.69	81.61	64.66	4.66	13.88	0.83	0.049	13.19	6.99	0.53
212	400	0	90	68.79	250.73	210.54	114.97	107.86	23.49	80.80	62.08	4.62	13.44	0.83	0.047	12.80	6.53	0.51
212	410	0	90	59.66	245.36	206.23	111.64	105.25	23.10	79.41	60.70	4.53	13.40	0.83	0.047	13.04	6.36	0.49
212	420	0	90	60.43	241.49	204.06	109.03	101.12	22.29	77.31	63.06	4.50	14.01	0.83	0.047	12.86	6.38	0.50
212	430	0	90	55.45	228.52	192.94	103.13	95.70	21.14	75.02	57.80	4.47	12.92	0.83	0.044	10.49	5.48	0.52
212	440	0	90	40.34	214.07	179.78	98.30	91.95	20.38	72.45	49.67	3.86	12.87	0.82	0.038	9.95	4.22	0.42
212	450	0	90	51.54	208.26	174.75	96.73	90.86	20.15	71.57	45.84	4.46	10.28	0.82	0.037	7.25	3.48	0.48
212	460	0	90	49.90	203.34	170.39	92.60	88.01	19.39	70.18	45.15	4.12	10.97	0.82	0.035	5.93	3.14	0.53
212	470	0	90	51.52	203.98	171.52	92.73	87.19	19.05	69.13	47.66	4.12	11.58	0.82	0.036	6.54	3.17	0.49
222	470	0	90	52.41	199.86	169.18	88.10	82.36	18.02	65.79	51.70	4.01	12.89	0.83	0.037	7.01	3.15	0.45
222	460	0	90	52.35	195.43	165.67	87.83	80.95	17.79	65.97	48.50	3.97	12.21	0.82	0.037	6.64	3.35	0.51
222	450	0	90	52.78	198.31	167.17	89.32	83.66	18.44	67.14	47.50	4.12	11.53	0.82	0.036	7.71	3.67	0.48
222	440	0	90	52.05	205.19	172.90	91.72	85.98	18.96	68.30	50.91	3.98	12.78	0.83	0.037	8.95	4.26	0.48
222	430	0	90	59.55	219.34	185.29	96.80	90.90	20.05	70.64	57.80	4.45	13.00	0.83	0.043	11.02	5.57	0.51
222	420	0	90	50.28	230.17	193.69	101.35	96.04	21.18	72.93	61.20	3.90	15.70	0.83	0.044	12.44	6.22	0.50
222	410	0	90	59.48	239.20	201.98	106.32	99.86	21.88	75.42	63.92	4.70	13.61	0.83	0.047	12.92	6.70	0.52
222	400	0	90	70.43	243.75	205.92	108.91	101.93	22.15	76.82	65.00	4.78	13.61	0.83	0.048	13.68	7.03	0.51
222	390	0	90	67.20	248.35	209.39	110.47	103.76	22.39	77.13	67.47	4.30	15.69	0.83	0.049	14.13	7.46	0.53
222	380	0	90	58.66	239.95	201.92	105.13	100.00	21.35	75.57	64.38	4.67	13.78	0.83	0.046	12.13	6.78	0.56
222	370	0	90	64.16	241.65	204.50	107.45	99.61	21.05	75.01	67.03	4.57	14.68	0.83	0.048	16.18	6.76	0.42
222	360	0	90	59.87	248.14	210.18	107.32	100.30	21.03	75.26	72.58	4.32	16.80	0.84	0.050	13.37	7.41	0.55
222	350	0	90	64.54	243.83	206.27	102.76	98.40	20.45	75.22	70.21	4.50	15.59	0.83	0.049	12.96	6.82	0.53
222	340	0	90	59.61	244.18	206.61	107.25	100.06	20.79	75.95	68.17	4.40	15.48	0.84	0.048	12.32	7.07	0.57
222	330	0	90	68.33	245.69	207.49	112.27	103.45	21.55	77.40	64.84	5.22	12.42	0.83	0.048	11.45	6.68	0.58
222	320	0	90	55.66	248.16	208.57	111.16	105.22	22.08	78.72	64.23	4.34	14.80	0.83	0.047	13.30	6.52	0.49
222	310	0	90	65.81	247.36	207.70	115.60	107.99	22.82	78.86	60.51	4.82	12.55	0.82	0.048	10.77	6.21	0.58
222	300	0	90	58.60	238.80	200.76	112.37	104.64	22.23	76.34	57.82	4.41	13.10	0.83	0.044	10.69	5.67	0.53
222	290	0	90	50.10	230.39	193.13	104.60	99.31	21.25	72.80	58.28	3.70	15.76	0.83	0.043	12.12	5.53	0.46
222	280	0	90	58.44	221.20	186.97	102.94	94.51	20.28	69.90	56.79	3.92	14.51	0.83	0.043	13.01	5.34	0.41
222	270	0	90	53.16	214.48	180.87	95.95	90.49	19.49	67.55	56.44	3.93	14.36	0.83	0.042	11.27	5.03	0.45
222	260	0	90	57.89	202.44	171.16	93.87	86.14	18.65	65.07	51.23	3.78	13.57	0.83	0.039	10.26	4.33	0.42
